"Region","Year","Age Range","Alcohol Use","Measure Type","Variable","Value"
"Northwestern Region","2008-2010","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.3
"Northwestern Region","2008-2010","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.51
"Northwestern Region","2008-2010","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",18.13
"Northwestern Region","2008-2010","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.57
"Northwestern Region","2008-2010","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",12.26
"Northwestern Region","2008-2010","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",2.92
"Northwestern Region","2008-2010","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",6.86
"Northwestern Region","2008-2010","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.85
"Northwestern Region","2008-2010","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",19.03
"Northwestern Region","2008-2010","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.38
"Northwestern Region","2008-2010","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",66.12
"Northwestern Region","2008-2010","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",5.37
"Northwestern Region","2008-2010","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",46.02
"Northwestern Region","2008-2010","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",5.61
"Northwestern Region","2008-2010","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.26
"Northwestern Region","2008-2010","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.84
"Northwestern Region","2008-2010","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.96
"Northwestern Region","2008-2010","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.55
"Northwestern Region","2008-2010","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",64.45
"Northwestern Region","2008-2010","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.28
"Northwestern Region","2008-2010","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",26.4
"Northwestern Region","2008-2010","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.55
"Northwestern Region","2008-2010","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.72
"Northwestern Region","2008-2010","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.89
"Northwestern Region","2008-2010","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.31
"Northwestern Region","2008-2010","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.62
"Northwestern Region","2008-2010","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",64.2
"Northwestern Region","2008-2010","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.62
"Northwestern Region","2008-2010","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",23.47
"Northwestern Region","2008-2010","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.79
"Northwestern Region","2010-2012","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",1.34
"Northwestern Region","2010-2012","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.5
"Northwestern Region","2010-2012","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",3.94
"Northwestern Region","2010-2012","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.31
"Northwestern Region","2010-2012","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",17.77
"Northwestern Region","2010-2012","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.67
"Northwestern Region","2010-2012","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",8.8
"Northwestern Region","2010-2012","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",2.13
"Northwestern Region","2010-2012","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",6.42
"Northwestern Region","2010-2012","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",2.3
"Northwestern Region","2010-2012","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",16.16
"Northwestern Region","2010-2012","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.73
"Northwestern Region","2010-2012","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",-9999
"Northwestern Region","2010-2012","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",-9999
"Northwestern Region","2010-2012","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-9999
"Northwestern Region","2010-2012","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-9999
"Northwestern Region","2010-2012","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.87
"Northwestern Region","2010-2012","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.01
"Northwestern Region","2010-2012","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.86
"Northwestern Region","2010-2012","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.68
"Northwestern Region","2010-2012","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",66.07
"Northwestern Region","2010-2012","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.7
"Northwestern Region","2010-2012","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",26.06
"Northwestern Region","2010-2012","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.68
"Northwestern Region","2010-2012","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.39
"Northwestern Region","2010-2012","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.02
"Northwestern Region","2010-2012","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.61
"Northwestern Region","2010-2012","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.65
"Northwestern Region","2010-2012","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",65.99
"Northwestern Region","2010-2012","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.99
"Northwestern Region","2010-2012","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",23.36
"Northwestern Region","2010-2012","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.89
"Northwestern Region","2012-2014","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",0.96
"Northwestern Region","2012-2014","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.41
"Northwestern Region","2012-2014","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",2.86
"Northwestern Region","2012-2014","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",0.96
"Northwestern Region","2012-2014","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",13.29
"Northwestern Region","2012-2014","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",2.83
"Northwestern Region","2012-2014","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",6.65
"Northwestern Region","2012-2014","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",1.7
"Northwestern Region","2012-2014","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",6.46
"Northwestern Region","2012-2014","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",2.11
"Northwestern Region","2012-2014","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",14.81
"Northwestern Region","2012-2014","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.62
"Northwestern Region","2012-2014","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",-9999
"Northwestern Region","2012-2014","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",-9999
"Northwestern Region","2012-2014","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-9999
"Northwestern Region","2012-2014","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-9999
"Northwestern Region","2012-2014","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.14
"Northwestern Region","2012-2014","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.95
"Northwestern Region","2012-2014","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.81
"Northwestern Region","2012-2014","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.41
"Northwestern Region","2012-2014","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",65.49
"Northwestern Region","2012-2014","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.49
"Northwestern Region","2012-2014","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",23.66
"Northwestern Region","2012-2014","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.37
"Northwestern Region","2012-2014","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.68
"Northwestern Region","2012-2014","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.94
"Northwestern Region","2012-2014","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.7
"Northwestern Region","2012-2014","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.4
"Northwestern Region","2012-2014","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",65.57
"Northwestern Region","2012-2014","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.8
"Northwestern Region","2012-2014","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",21.54
"Northwestern Region","2012-2014","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.51
"Northwestern Region","2014-2016","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"Northwestern Region","2014-2016","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"Northwestern Region","2014-2016","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",2.81
"Northwestern Region","2014-2016","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1
"Northwestern Region","2014-2016","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",11.84
"Northwestern Region","2014-2016","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",2.63
"Northwestern Region","2014-2016","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"Northwestern Region","2014-2016","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"Northwestern Region","2014-2016","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"Northwestern Region","2014-2016","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"Northwestern Region","2014-2016","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",11.94
"Northwestern Region","2014-2016","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.13
"Northwestern Region","2014-2016","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",64.29
"Northwestern Region","2014-2016","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",5.3
"Northwestern Region","2014-2016","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"Northwestern Region","2014-2016","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"Northwestern Region","2014-2016","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"Northwestern Region","2014-2016","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"Northwestern Region","2014-2016","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.51
"Northwestern Region","2014-2016","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.57
"Northwestern Region","2014-2016","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",62.36
"Northwestern Region","2014-2016","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.14
"Northwestern Region","2014-2016","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"Northwestern Region","2014-2016","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"Northwestern Region","2014-2016","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",-6666
"Northwestern Region","2014-2016","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",-6666
"Northwestern Region","2014-2016","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.73
"Northwestern Region","2014-2016","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.58
"Northwestern Region","2014-2016","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",62.08
"Northwestern Region","2014-2016","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.46
"Northwestern Region","2014-2016","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",-6666
"Northwestern Region","2014-2016","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",-6666
"South Central Region","2004-2006","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.01
"South Central Region","2004-2006","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.89
"South Central Region","2004-2006","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.07
"South Central Region","2004-2006","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",2.04
"South Central Region","2004-2006","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",20.98
"South Central Region","2004-2006","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.49
"South Central Region","2004-2006","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",12.92
"South Central Region","2004-2006","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",2.74
"South Central Region","2004-2006","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",7.39
"South Central Region","2004-2006","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",2.27
"South Central Region","2004-2006","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",21.85
"South Central Region","2004-2006","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",4.19
"South Central Region","2004-2006","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",75.46
"South Central Region","2004-2006","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",4.33
"South Central Region","2004-2006","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",50.92
"South Central Region","2004-2006","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",5.17
"South Central Region","2004-2006","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.37
"South Central Region","2004-2006","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.01
"South Central Region","2004-2006","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",8.8
"South Central Region","2004-2006","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.7
"South Central Region","2004-2006","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",68.73
"South Central Region","2004-2006","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.36
"South Central Region","2004-2006","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",28.2
"South Central Region","2004-2006","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.32
"South Central Region","2004-2006","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.73
"South Central Region","2004-2006","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.07
"South Central Region","2004-2006","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.71
"South Central Region","2004-2006","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.77
"South Central Region","2004-2006","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",67.66
"South Central Region","2004-2006","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.86
"South Central Region","2004-2006","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",24.57
"South Central Region","2004-2006","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.57
"South Central Region","2006-2008","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.11
"South Central Region","2006-2008","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.75
"South Central Region","2006-2008","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.52
"South Central Region","2006-2008","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.7
"South Central Region","2006-2008","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",20.63
"South Central Region","2006-2008","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.27
"South Central Region","2006-2008","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",14.74
"South Central Region","2006-2008","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",2.84
"South Central Region","2006-2008","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",6.84
"South Central Region","2006-2008","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",2.01
"South Central Region","2006-2008","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",19.62
"South Central Region","2006-2008","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.53
"South Central Region","2006-2008","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",74.98
"South Central Region","2006-2008","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",4.02
"South Central Region","2006-2008","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",49.38
"South Central Region","2006-2008","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",4.93
"South Central Region","2006-2008","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.36
"South Central Region","2006-2008","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.9
"South Central Region","2006-2008","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",8.48
"South Central Region","2006-2008","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.52
"South Central Region","2006-2008","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",69.17
"South Central Region","2006-2008","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",3.89
"South Central Region","2006-2008","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",29.41
"South Central Region","2006-2008","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.29
"South Central Region","2006-2008","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.8
"South Central Region","2006-2008","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.93
"South Central Region","2006-2008","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.69
"South Central Region","2006-2008","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.53
"South Central Region","2006-2008","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",68.24
"South Central Region","2006-2008","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.26
"South Central Region","2006-2008","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",26.2
"South Central Region","2006-2008","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.51
"South Central Region","2008-2010","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",1.98
"South Central Region","2008-2010","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.78
"South Central Region","2008-2010","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",5.8
"South Central Region","2008-2010","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.64
"South Central Region","2008-2010","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",20.27
"South Central Region","2008-2010","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.68
"South Central Region","2008-2010","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",14.38
"South Central Region","2008-2010","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.19
"South Central Region","2008-2010","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",6.89
"South Central Region","2008-2010","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.77
"South Central Region","2008-2010","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",20.03
"South Central Region","2008-2010","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.22
"South Central Region","2008-2010","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",70.52
"South Central Region","2008-2010","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",4.41
"South Central Region","2008-2010","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",50.02
"South Central Region","2008-2010","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",4.68
"South Central Region","2008-2010","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.43
"South Central Region","2008-2010","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.84
"South Central Region","2008-2010","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",8.68
"South Central Region","2008-2010","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.6
"South Central Region","2008-2010","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",65.34
"South Central Region","2008-2010","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.02
"South Central Region","2008-2010","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",29.92
"South Central Region","2008-2010","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.62
"South Central Region","2008-2010","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",2.87
"South Central Region","2008-2010","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.9
"South Central Region","2008-2010","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",6.84
"South Central Region","2008-2010","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.7
"South Central Region","2008-2010","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",64.5
"South Central Region","2008-2010","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.47
"South Central Region","2008-2010","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",26.65
"South Central Region","2008-2010","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",4
"South Central Region","2010-2012","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",1.39
"South Central Region","2010-2012","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.51
"South Central Region","2010-2012","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",4.81
"South Central Region","2010-2012","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.61
"South Central Region","2010-2012","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",20.16
"South Central Region","2010-2012","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",3.72
"South Central Region","2010-2012","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",9.9
"South Central Region","2010-2012","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",2.32
"South Central Region","2010-2012","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",7.44
"South Central Region","2010-2012","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",2.21
"South Central Region","2010-2012","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",18.22
"South Central Region","2010-2012","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.26
"South Central Region","2010-2012","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",71.39
"South Central Region","2010-2012","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",4.12
"South Central Region","2010-2012","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",49.32
"South Central Region","2010-2012","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",4.86
"South Central Region","2010-2012","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.66
"South Central Region","2010-2012","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.17
"South Central Region","2010-2012","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",8.77
"South Central Region","2010-2012","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.91
"South Central Region","2010-2012","Over 17","Alcohol Use in the Past Month","Percent","Alcohol Use",67.96
"South Central Region","2010-2012","Over 17","Alcohol Use in the Past Month","Percent","Margins of Error",4.2
"South Central Region","2010-2012","Over 17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",29.94
"South Central Region","2010-2012","Over 17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.58
"South Central Region","2010-2012","Over 25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.04
"South Central Region","2010-2012","Over 25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.23
"South Central Region","2010-2012","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.23
"South Central Region","2010-2012","Over 25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.99
"South Central Region","2010-2012","Over 25","Alcohol Use in the Past Month","Percent","Alcohol Use",67.41
"South Central Region","2010-2012","Over 25","Alcohol Use in the Past Month","Percent","Margins of Error",4.67
"South Central Region","2010-2012","Over 25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",26.8
"South Central Region","2010-2012","Over 25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",3.94
"South Central Region","2012-2014","12-17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",0.91
"South Central Region","2012-2014","12-17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.39
"South Central Region","2012-2014","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",2.89
"South Central Region","2012-2014","12-17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1
"South Central Region","2012-2014","12-17","Alcohol Use in the Past Month","Percent","Alcohol Use",13.04
"South Central Region","2012-2014","12-17","Alcohol Use in the Past Month","Percent","Margins of Error",2.53
"South Central Region","2012-2014","12-17","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",6.57
"South Central Region","2012-2014","12-17","Binge Alcohol Use in the Past Month","Percent","Margins of Error",1.69
"South Central Region","2012-2014","18-25","Alcohol Dependence in the Past Year","Percent","Alcohol Use",6.13
"South Central Region","2012-2014","18-25","Alcohol Dependence in the Past Year","Percent","Margins of Error",1.91
"South Central Region","2012-2014","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",14.04
"South Central Region","2012-2014","18-25","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",3.18
"South Central Region","2012-2014","18-25","Alcohol Use in the Past Month","Percent","Alcohol Use",65.68
"South Central Region","2012-2014","18-25","Alcohol Use in the Past Month","Percent","Margins of Error",4.76
"South Central Region","2012-2014","18-25","Binge Alcohol Use in the Past Month","Percent","Alcohol Use",41.44
"South Central Region","2012-2014","18-25","Binge Alcohol Use in the Past Month","Percent","Margins of Error",5
"South Central Region","2012-2014","Over 17","Alcohol Dependence in the Past Year","Percent","Alcohol Use",3.23
"South Central Region","2012-2014","Over 17","Alcohol Dependence in the Past Year","Percent","Margins of Error",0.98
"South Central Region","2012-2014","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Alcohol Use",7.32
"South Central Region","2012-2014","Over 17","Alcohol Dependence or Abuse in the Past Year","Percent","Margins of Error",1.43
